sample_id,group,batch,measure_1,resolution_ang,r_free,chain_length_aa,molecular_weight_kda,fraction_helix,fraction_sheet,mean_b_factor,radius_gyration_ang,ligand_count,isoelectric_point,target_a,target_b
STR-000679,Control,B03,88.62,2.47,0.1868,223,63.84,0.6367,0.031,56.36,28.1,2,8.36,0,0
STR-000680,Control,B01,108.06,1.88,0.2989,184,86.45,0.3999,0.0521,43.03,17.52,3,8.1,0,0
STR-000681,TreatmentB,B02,95.98,0.86,0.245,424,20.07,0.353,0.3654,31.05,27.0,3,5.81,1,1
STR-000682,Control,B01,81.3,1.36,0.223,144,30.52,0.3288,0.3837,31.76,32.42,4,7.79,0,0
STR-000683,TreatmentB,B03,110.15,1.25,0.2932,181,92.36,0.7187,0.2904,17.36,21.25,5,7.25,0,1
STR-000684,TreatmentB,B03,105.84,1.58,0.2511,346,19.9,0.5117,0.3047,26.17,23.36,6,9.79,1,0
STR-000685,TreatmentB,B03,86.59,3.67,0.2108,178,31.31,0.2489,0.1474,20.48,23.3,2,4.9,0,1
STR-000686,Control,B02,89.06,3.06,0.2023,148,33.7,0.3713,0.2303,34.72,19.32,5,5.14,0,1
STR-000687,TreatmentA,B02,95.84,1.39,0.2461,321,18.73,0.3481,0.3358,16.36,24.31,0,5.87,1,1
STR-000688,TreatmentB,B02,81.58,1.24,0.2355,123,25.83,0.1699,0.4257,41.39,28.57,1,7.81,1,0
STR-000689,TreatmentA,B01,82.22,3.2,0.2392,191,13.23,0.4309,0.234,48.33,19.89,5,8.26,0,0
STR-000690,TreatmentA,B02,74.19,1.58,0.2092,461,85.13,0.5311,0.1316,71.64,24.47,2,6.27,0,0
STR-000691,TreatmentB,B02,97.21,1.42,0.2571,201,72.6,0.4527,0.109,63.45,27.46,3,6.29,0,0
STR-000692,TreatmentB,B02,127.31,1.39,0.2037,603,20.64,0.5291,0.5736,34.2,23.95,3,8.48,1,1
STR-000693,TreatmentA,B03,139.91,0.9,0.2347,267,17.05,0.6421,0.3974,52.86,27.74,0,9.8,1,1
STR-000694,Control,B01,101.99,2.65,0.1977,280,126.42,0.3859,0.3749,44.26,17.34,1,7.85,0,1
STR-000695,TreatmentB,B01,88.63,1.79,0.2382,128,55.97,0.3017,0.526,23.43,24.51,4,6.16,1,0
STR-000696,TreatmentB,B02,107.86,2.09,0.2695,340,61.96,0.3046,0.2067,11.11,28.49,3,9.65,1,0
STR-000697,TreatmentB,B02,117.8,3.07,0.1723,56,27.17,0.5444,0.2155,7.16,22.46,3,6.18,1,0
STR-000698,Control,B02,82.55,2.23,0.2048,468,59.98,0.586,0.0958,37.38,21.25,1,5.54,0,0
STR-000699,TreatmentB,B03,124.49,2.21,0.2592,206,62.35,0.3477,0.2012,27.59,20.41,6,6.81,0,1
STR-000700,TreatmentB,B01,98.68,1.12,0.2038,278,14.54,0.5041,0.2325,30.01,30.94,0,7.67,0,0
STR-000701,Control,B02,105.24,2.11,0.1774,115,105.52,0.2695,0.2237,42.71,33.37,1,5.19,1,1
STR-000702,TreatmentA,B03,84.08,1.55,0.2761,154,49.85,0.587,0.5442,24.72,20.65,1,7.33,0,1
STR-000703,TreatmentA,B03,108.66,2.51,0.2153,289,39.93,0.3783,0.2287,55.88,20.62,2,6.09,1,1
STR-000704,TreatmentA,B03,81.06,3.14,0.3,202,19.18,0.4113,0.3647,34.31,41.34,2,7.95,0,1
STR-000705,TreatmentB,B02,77.6,1.12,0.2084,197,102.14,0.5052,0.0718,48.72,23.77,4,7.43,1,0
STR-000706,Control,B02,83.08,1.24,0.2569,339,35.33,0.415,0.2859,80.12,33.1,3,8.03,0,0
STR-000707,Control,B02,105.47,1.51,0.2236,222,37.96,0.2259,0.067,53.81,34.61,2,8.8,1,1
STR-000708,TreatmentB,B03,90.56,0.8,0.2259,210,21.41,0.2493,0.3234,16.59,24.97,1,5.64,0,1
STR-000709,TreatmentB,B03,97.11,2.19,0.2227,246,33.55,0.2997,0.2752,14.39,24.08,0,5.65,1,0
STR-000710,TreatmentB,B01,120.07,1.85,0.1958,349,37.82,0.47,0.3359,39.04,29.59,1,5.41,1,1
STR-000711,Control,B03,83.51,2.86,0.2317,726,34.29,0.6811,0.4059,35.39,31.55,3,7.47,0,1
STR-000712,TreatmentA,B03,84.3,1.88,0.3138,446,24.98,0.3611,0.3859,45.78,25.33,1,9.01,0,0
STR-000713,Control,B02,126.99,2.24,0.2281,76,119.01,0.545,0.3136,70.67,26.26,2,5.73,0,0
STR-000714,Control,B01,125.32,1.84,0.2488,449,55.9,0.3052,0.2427,26.55,22.63,2,8.78,1,0
STR-000715,TreatmentA,B03,110.78,3.92,0.3038,419,37.04,0.6127,0.2421,59.24,26.64,5,7.37,0,0
STR-000716,TreatmentB,B02,129.74,1.58,0.2753,264,47.85,0.4919,0.0481,31.94,16.71,1,6.86,0,1
STR-000717,TreatmentB,B02,102.89,1.63,0.2229,376,9.16,0.4246,0.237,22.33,15.45,0,8.73,1,0
STR-000718,Control,B02,92.17,2.42,0.2321,497,9.85,0.5959,0.2855,50.45,15.9,1,8.02,0,1
STR-000719,Control,B01,114.71,2.95,0.2833,337,43.72,0.4087,0.289,44.12,15.38,1,7.89,0,1
STR-000720,TreatmentA,B03,83.95,2.31,0.2884,115,56.34,0.6221,0.2109,20.92,13.13,4,9.42,1,0
STR-000721,TreatmentB,B01,113.62,1.81,0.225,468,26.06,0.548,0.3131,31.77,31.68,2,10.31,1,0
STR-000722,Control,B02,94.65,2.75,0.2223,66,33.18,0.2894,0.2152,62.02,25.31,2,8.52,0,0
STR-000723,Control,B02,78.1,2.79,0.2321,183,43.36,0.5597,0.4313,24.86,22.14,2,5.67,1,1
STR-000724,Control,B03,91.42,1.98,0.2942,296,46.91,0.3577,0.2899,80.82,19.68,2,6.8,0,1
STR-000725,TreatmentA,B02,98.39,3.14,0.2347,771,74.35,0.2146,0.2447,66.34,25.08,1,8.66,1,0
STR-000726,TreatmentA,B01,137.18,2.31,0.2076,253,26.54,0.67,0.2832,28.38,22.17,2,5.37,1,0
STR-000727,TreatmentA,B02,94.8,3.14,0.3162,408,115.88,0.4334,0.4694,9.84,35.32,5,8.77,0,0
STR-000728,TreatmentB,B03,119.34,0.9,0.2558,474,34.28,0.6432,0.291,39.13,27.39,5,5.83,0,1
STR-000729,TreatmentA,B01,108.65,1.48,0.2194,124,37.56,0.4964,0.1258,28.41,19.87,3,4.39,1,0
STR-000730,TreatmentA,B03,102.18,1.65,0.2535,372,43.69,0.4327,0.4274,21.63,21.62,0,11.26,0,0
STR-000731,TreatmentA,B01,100.54,1.92,0.2503,164,9.75,0.5557,0.231,24.27,25.26,0,7.48,0,0
STR-000732,TreatmentB,B02,99.43,1.24,0.2154,231,28.14,0.491,0.1207,18.89,26.06,1,5.88,1,0
STR-000733,TreatmentB,B01,81.1,1.44,0.267,151,50.43,0.4217,0.3716,12.75,31.88,1,7.39,0,1
STR-000734,Control,B03,99.13,1.63,0.1927,159,9.12,0.546,0.2325,60.33,32.87,2,7.89,0,0
STR-000735,TreatmentB,B03,103.8,0.94,0.2519,106,69.73,0.4122,0.2886,22.73,13.46,3,8.38,1,0
STR-000736,Control,B03,94.46,2.27,0.2491,431,33.49,0.4101,0.2179,37.37,23.9,2,3.77,0,0
STR-000737,TreatmentA,B01,106.23,2.29,0.2618,295,12.82,0.3792,0.2946,18.18,36.12,0,7.47,0,0
STR-000738,TreatmentA,B03,55.63,2.6,0.2477,251,105.5,0.4493,0.232,27.68,22.38,5,6.03,0,1
STR-000739,TreatmentA,B03,93.79,2.06,0.1286,165,35.37,0.2428,0.2479,46.05,29.78,1,7.02,1,1
STR-000740,TreatmentA,B03,99.94,1.14,0.2535,157,32.99,0.4455,0.1935,60.2,17.4,2,7.57,1,1
STR-000741,TreatmentA,B03,133.98,2.82,0.2314,179,32.08,0.6235,0.2881,23.48,27.51,1,6.86,0,0
STR-000742,TreatmentA,B01,74.47,1.59,0.2588,418,47.26,0.4544,0.2463,14.05,33.61,1,7.29,1,1
STR-000743,Control,B03,113.48,2.03,0.232,288,47.19,0.3714,0.3084,39.4,27.48,5,6.57,0,1
STR-000744,TreatmentA,B02,121.05,3.01,0.2643,240,50.45,0.4531,0.1613,26.56,19.19,2,7.64,0,1
STR-000745,TreatmentB,B03,91.76,2.18,0.2741,238,14.07,0.3009,0.495,15.51,19.17,7,5.16,1,0
STR-000746,TreatmentA,B02,105.92,1.98,0.1772,408,20.95,0.1885,0.5605,53.38,29.56,2,8.72,0,0
STR-000747,TreatmentA,B02,104.59,2.85,0.2606,1277,46.58,0.5716,0.3368,51.3,17.4,2,4.21,0,0
STR-000748,Control,B02,108.0,2.0,0.218,398,39.49,0.6921,0.552,50.47,23.26,4,6.81,1,1
STR-000749,Control,B02,116.76,2.58,0.2297,129,150.76,0.4389,0.6025,74.23,15.25,3,7.4,0,1
STR-000750,Control,B02,99.79,2.3,0.2535,339,30.23,0.3767,0.2787,28.72,23.66,5,7.47,0,1
STR-000751,TreatmentA,B03,80.46,1.82,0.2088,284,26.89,0.2124,0.4594,22.88,16.96,2,5.91,0,0
STR-000752,Control,B01,134.32,3.21,0.2236,417,24.24,0.6938,0.5941,39.73,30.77,2,5.57,0,1
STR-000753,TreatmentB,B03,99.35,1.4,0.2768,529,65.99,0.4548,0.1516,7.02,35.62,2,6.42,0,1
STR-000754,TreatmentB,B03,101.9,2.56,0.2239,747,35.14,0.4197,0.0848,12.15,37.52,3,4.57,0,1
STR-000755,TreatmentA,B01,91.47,1.23,0.2349,835,77.75,0.332,0.3224,58.05,31.22,4,7.26,0,0
STR-000756,Control,B01,87.14,3.59,0.3124,157,58.12,0.3791,0.3351,27.92,30.89,2,8.77,0,0
STR-000757,Control,B02,109.14,2.6,0.2246,181,21.25,0.4002,0.2284,21.0,27.46,1,5.53,1,1
STR-000758,TreatmentB,B02,104.36,1.16,0.2472,130,35.64,0.342,0.4089,36.41,33.56,1,5.31,1,0
STR-000759,TreatmentA,B03,112.79,2.82,0.2416,229,24.22,0.4566,0.3231,24.36,31.48,1,7.52,0,1
STR-000760,Control,B03,125.3,2.43,0.185,173,14.61,0.5305,0.4237,60.06,21.77,3,7.52,1,1
STR-000761,TreatmentB,B02,88.68,1.23,0.1817,108,159.95,0.1229,0.3148,26.6,24.57,2,7.86,1,1
STR-000762,Control,B01,94.23,3.49,0.254,183,52.48,0.2796,0.2953,47.24,13.87,2,8.42,0,0
STR-000763,TreatmentB,B02,118.87,1.05,0.2802,301,84.24,0.3269,0.2588,28.5,28.03,2,8.19,0,0
STR-000764,Control,B01,87.67,1.81,0.2138,189,21.55,0.2039,0.5106,65.05,21.76,2,9.42,1,0
STR-000765,TreatmentB,B02,107.62,2.55,0.2133,139,28.22,0.4932,0.1123,25.72,31.53,2,6.13,1,0
STR-000766,TreatmentB,B01,118.58,0.85,0.2086,188,15.54,0.4782,0.2981,15.27,18.32,0,6.52,1,1
STR-000767,TreatmentB,B01,106.76,2.09,0.2537,624,56.72,0.4954,0.1701,26.06,25.12,1,5.86,1,0
STR-000768,TreatmentA,B01,70.71,2.03,0.2423,920,49.1,0.5866,0.5452,31.73,29.54,2,6.75,0,1
STR-000769,TreatmentA,B02,102.12,0.91,0.2739,199,19.94,0.449,0.5632,22.6,12.81,1,9.51,1,0
STR-000770,Control,B02,110.1,1.79,0.3191,225,18.93,0.4123,0.3866,39.43,23.44,3,5.53,0,1
STR-000771,Control,B03,118.42,2.58,0.2484,678,37.99,0.3731,0.3218,28.95,23.93,2,6.43,0,1
STR-000772,Control,B02,88.41,2.59,0.2895,290,15.88,0.7175,0.192,54.66,19.15,2,6.76,0,0
STR-000773,TreatmentB,B01,98.41,1.72,0.2383,183,15.79,0.515,0.3583,23.96,37.03,1,7.48,1,0
STR-000774,TreatmentA,B02,76.17,2.37,0.2316,295,23.46,0.5209,0.2771,25.85,22.32,2,5.08,0,0
STR-000775,TreatmentB,B02,94.82,1.03,0.1251,147,69.42,0.5659,0.2255,15.82,17.51,2,7.83,1,0
STR-000776,Control,B01,110.49,3.8,0.1755,58,54.69,0.6182,0.1461,27.35,19.32,5,7.88,0,0
STR-000777,TreatmentA,B03,109.64,1.99,0.2652,354,43.75,0.2429,0.3017,33.48,21.14,2,7.82,0,0
STR-000778,Control,B03,107.15,2.34,0.2236,675,23.56,0.169,0.2933,38.31,31.9,4,2.75,0,0
STR-000779,TreatmentB,B02,107.95,2.01,0.2262,376,10.2,0.1999,0.4488,20.69,24.35,0,7.25,0,0
STR-000780,Control,B01,75.67,1.84,0.2387,303,41.78,0.3127,0.3137,38.57,30.94,3,7.34,1,1
STR-000781,TreatmentA,B03,79.57,2.66,0.2679,552,22.62,0.4993,0.2273,54.05,24.45,0,6.23,0,1
STR-000782,TreatmentB,B01,94.95,2.01,0.2519,321,58.7,0.2844,0.1882,27.32,13.69,2,5.11,0,1
STR-000783,Control,B03,83.59,4.74,0.2179,124,30.45,0.396,0.3511,49.82,21.33,3,8.05,0,0
STR-000784,Control,B02,87.18,2.2,0.1821,202,28.09,0.3229,0.264,84.63,19.64,0,5.32,0,1
STR-000785,TreatmentB,B01,70.58,1.33,0.2405,199,28.88,0.5465,0.3558,33.89,29.38,2,7.02,1,0
STR-000786,TreatmentA,B03,97.0,3.66,0.1999,291,14.29,0.3614,0.3231,23.74,23.89,1,7.52,1,0
STR-000787,TreatmentA,B02,101.31,2.18,0.2181,278,26.63,0.5637,0.2648,21.26,28.53,4,6.71,1,1
STR-000788,TreatmentB,B03,87.81,1.69,0.242,404,47.29,0.373,0.1452,26.58,28.6,1,7.03,1,1
STR-000789,TreatmentA,B03,105.66,1.97,0.3299,451,14.69,0.2352,0.4651,20.41,11.61,2,6.72,0,0
STR-000790,TreatmentA,B01,78.97,1.93,0.2442,464,11.93,0.5803,0.1937,50.68,21.09,3,6.45,0,0
STR-000791,TreatmentB,B03,110.68,1.78,0.2125,231,51.54,0.4067,0.3438,22.55,26.3,1,6.54,0,1
STR-000792,Control,B01,98.7,2.09,0.1834,82,24.64,0.4711,0.4948,32.7,26.01,1,6.81,1,1
STR-000793,Control,B03,93.85,3.59,0.2277,966,32.79,0.3411,0.213,57.24,12.67,2,6.73,0,1
STR-000794,TreatmentA,B03,84.29,2.07,0.2282,270,27.69,0.2602,0.2396,26.15,27.37,1,6.86,1,1
STR-000795,TreatmentA,B02,123.26,2.34,0.2579,196,11.55,0.4657,0.2181,30.24,14.97,4,6.48,0,1
STR-000796,TreatmentB,B02,77.88,1.85,0.2477,99,35.87,0.328,0.1393,11.45,29.56,3,5.29,1,1
STR-000797,TreatmentB,B01,103.31,1.47,0.2341,594,31.61,0.3979,0.2369,25.97,22.63,2,6.88,1,1
STR-000798,Control,B01,125.1,2.86,0.2032,130,21.57,0.475,0.3118,33.25,30.12,3,6.9,1,1
STR-000799,TreatmentA,B01,100.02,2.37,0.256,289,25.8,0.3295,0.4663,31.05,24.43,5,6.62,0,0
STR-000800,TreatmentB,B03,100.42,1.54,0.2643,199,17.95,0.2759,0.3877,62.24,28.83,7,6.73,1,0
STR-000801,TreatmentA,B03,112.68,3.36,0.1891,129,22.58,0.4297,0.3454,31.78,23.44,3,7.45,1,1
STR-000802,Control,B03,68.96,2.34,0.2332,147,53.13,0.3354,0.14,53.91,25.88,6,5.61,0,1
STR-000803,TreatmentA,B03,105.74,3.38,0.2544,756,25.9,0.2883,0.3393,15.18,27.16,4,6.74,0,0
STR-000804,TreatmentB,B01,88.45,0.97,0.2379,290,90.89,0.5325,0.2237,56.54,28.48,2,8.45,0,0
STR-000805,TreatmentB,B03,136.25,0.69,0.3175,259,34.45,0.5927,0.4426,21.63,24.71,2,6.87,1,1
STR-000806,TreatmentA,B02,119.55,1.83,0.2076,316,24.1,0.1784,0.2991,11.17,30.91,2,4.39,1,0
STR-000807,Control,B02,94.31,1.71,0.2331,216,22.24,0.2865,0.1184,47.84,17.66,3,7.96,0,1
STR-000808,TreatmentB,B02,92.97,1.02,0.2274,412,20.68,0.2482,0.376,53.13,26.87,3,5.95,0,0
STR-000809,TreatmentB,B01,78.95,3.01,0.2346,363,35.92,0.2938,0.3881,34.03,24.61,2,9.44,1,0
STR-000810,TreatmentB,B03,99.62,1.44,0.2313,150,30.61,0.4969,0.6905,11.42,23.92,3,8.26,1,1
STR-000811,TreatmentB,B02,130.52,1.55,0.2237,272,65.5,0.6307,0.4212,60.33,20.44,3,7.38,1,1
STR-000812,Control,B01,82.04,2.22,0.2468,413,25.28,0.3782,0.1999,77.36,16.59,1,7.84,0,1
STR-000813,TreatmentA,B03,100.3,1.44,0.2699,123,31.44,0.487,0.467,17.02,23.22,5,5.34,1,1
STR-000814,TreatmentA,B02,112.45,1.16,0.2714,707,40.79,0.4792,0.3865,34.38,34.08,3,6.98,1,1
STR-000815,TreatmentA,B01,83.84,2.31,0.266,961,47.21,0.4557,0.1755,60.49,25.82,1,8.68,0,0
STR-000816,TreatmentA,B02,92.07,1.17,0.2428,282,22.93,0.553,0.4032,10.61,24.52,2,9.85,0,1
STR-000817,TreatmentB,B03,98.53,1.1,0.1796,974,24.14,0.613,0.1169,54.86,21.25,1,6.48,1,0
STR-000818,TreatmentA,B01,90.15,1.23,0.2293,105,68.25,0.2511,0.2013,30.27,8.93,3,8.09,1,1
STR-000819,TreatmentA,B02,87.97,1.64,0.1974,547,25.07,0.5593,0.3614,125.63,8.84,2,7.19,0,1
STR-000820,TreatmentA,B03,95.31,2.61,0.2127,520,41.55,0.3705,0.2807,66.43,25.17,0,4.9,0,0
STR-000821,TreatmentA,B03,118.98,2.51,0.2227,272,33.81,0.1948,0.3191,17.41,26.79,3,7.82,1,0
STR-000822,Control,B03,93.45,2.28,0.1989,324,13.73,0.2455,0.2622,40.95,19.56,1,6.53,0,1
STR-000823,Control,B02,94.3,2.42,0.267,206,41.05,0.3039,0.3406,35.7,14.67,4,5.88,0,1
STR-000824,Control,B03,84.16,2.13,0.2376,831,24.51,0.4265,0.4236,36.35,25.05,2,6.29,1,1
STR-000825,TreatmentA,B02,79.82,1.81,0.2399,183,45.75,0.2905,0.3343,20.75,19.55,3,7.02,1,1
STR-000826,TreatmentA,B03,94.85,2.07,0.2247,258,28.89,0.2075,0.1356,33.54,26.23,1,8.93,1,1
STR-000827,Control,B01,120.02,1.63,0.2389,324,70.71,0.4549,0.5636,64.26,26.09,3,4.61,0,0
STR-000828,TreatmentA,B02,106.87,2.9,0.1836,125,50.18,0.5833,0.1109,21.96,20.15,2,8.18,1,0
STR-000829,TreatmentA,B01,94.15,2.74,0.1652,256,22.14,0.537,0.3235,25.74,30.0,3,10.0,1,0
STR-000830,TreatmentA,B01,106.96,1.48,0.3021,134,24.49,0.5784,0.2155,25.57,12.67,1,5.65,0,1
STR-000831,Control,B03,91.22,2.36,0.2348,367,10.02,0.3657,0.3533,43.46,33.41,0,8.72,0,0
STR-000832,Control,B02,112.54,3.32,0.1966,599,24.85,0.4863,0.1893,31.08,20.09,1,8.81,0,0
STR-000833,Control,B01,109.21,2.58,0.213,161,47.23,0.464,0.3087,49.35,28.41,2,8.14,0,1
STR-000834,Control,B03,79.03,3.01,0.2329,182,33.26,0.1797,0.2445,40.69,29.64,3,4.06,0,0
STR-000835,TreatmentB,B01,115.19,1.61,0.28,201,44.78,0.5206,0.5834,84.5,30.54,2,5.9,0,1
STR-000836,Control,B01,99.37,1.78,0.2266,353,20.76,0.4067,0.5124,30.93,23.98,5,5.91,1,1
STR-000837,TreatmentB,B02,101.44,2.07,0.2467,192,29.43,0.2227,0.5098,7.52,36.64,3,8.08,1,0
STR-000838,TreatmentB,B02,122.99,1.55,0.1909,218,12.2,0.383,0.1058,19.14,18.68,1,5.14,1,0
STR-000839,TreatmentB,B02,95.78,1.46,0.2142,231,18.47,0.2763,0.325,13.21,36.48,2,4.07,1,0
STR-000840,TreatmentA,B01,95.79,2.71,0.2353,107,20.34,0.5425,0.2372,56.21,28.92,2,5.71,0,0
STR-000841,TreatmentA,B03,75.17,1.59,0.2308,380,8.18,0.2922,0.2232,21.83,24.06,2,5.25,1,1
STR-000842,TreatmentA,B01,96.97,1.9,0.2602,406,24.73,0.4697,0.4353,35.91,25.37,6,6.44,0,1
STR-000843,TreatmentA,B03,90.23,1.71,0.1394,114,18.24,0.4679,0.2952,50.78,29.62,1,7.33,1,1
STR-000844,TreatmentA,B02,94.95,1.35,0.1988,600,22.27,0.5143,0.3523,61.29,21.16,1,6.57,1,1
STR-000845,TreatmentB,B02,94.28,1.86,0.242,599,66.6,0.5685,0.119,22.37,31.09,4,6.8,1,1
STR-000846,TreatmentA,B03,99.1,1.25,0.2558,373,86.99,0.3029,0.0387,54.06,28.88,3,6.47,1,1
STR-000847,Control,B01,115.87,1.92,0.2278,327,47.75,0.4565,0.4924,33.6,18.14,3,5.24,1,1
STR-000848,TreatmentB,B02,91.16,1.44,0.1792,139,19.19,0.4074,0.3324,23.05,22.58,4,8.1,1,0
STR-000849,TreatmentA,B01,88.59,1.73,0.2135,410,9.11,0.2596,0.318,30.3,23.52,4,4.36,1,0
STR-000850,TreatmentB,B03,96.65,1.96,0.2502,154,34.47,0.551,0.2615,2.21,19.55,1,6.56,1,1
STR-000851,TreatmentB,B02,108.09,1.69,0.2757,132,44.2,0.6539,0.4151,12.06,24.72,4,9.37,1,0
STR-000852,TreatmentB,B01,112.85,0.9,0.2652,264,61.14,0.3597,0.4291,29.85,12.7,2,5.65,0,1
STR-000853,TreatmentA,B02,86.47,2.57,0.2815,127,30.46,0.4593,0.1878,18.04,22.74,1,5.32,1,0
STR-000854,TreatmentA,B02,120.14,3.06,0.2722,480,29.36,0.2693,0.3773,50.05,18.02,4,4.12,0,0
STR-000855,Control,B03,110.34,2.21,0.2074,252,12.66,0.6032,0.2951,32.53,25.14,1,8.79,1,0
STR-000856,TreatmentA,B01,110.82,2.66,0.251,169,21.77,0.1689,0.3085,62.24,18.73,1,6.1,0,1
STR-000857,TreatmentB,B02,116.06,1.98,0.2175,401,40.25,0.3827,0.347,39.72,25.72,2,8.84,0,0
STR-000858,Control,B02,117.77,2.11,0.2508,885,67.33,0.5483,0.0964,21.73,21.94,4,6.99,0,0
STR-000859,TreatmentA,B02,96.05,2.13,0.2879,387,31.94,0.2805,0.3883,17.76,30.98,2,6.46,1,0
STR-000860,TreatmentA,B03,115.66,1.5,0.2132,213,45.64,0.551,0.0849,46.47,15.21,3,6.58,1,0
STR-000861,TreatmentB,B03,103.49,2.19,0.2307,220,68.69,0.5523,0.175,16.1,25.35,2,6.52,1,0
STR-000862,TreatmentA,B01,139.62,1.67,0.2275,65,17.91,0.4314,0.3169,23.44,28.84,4,8.26,1,1
STR-000863,TreatmentA,B03,78.54,2.94,0.2496,194,10.76,0.3765,0.2251,30.48,26.58,0,8.07,0,1
STR-000864,TreatmentB,B03,113.11,3.18,0.2564,135,99.86,0.3244,0.2826,16.16,21.72,2,10.09,0,0
STR-000865,TreatmentB,B03,95.03,2.8,0.2154,262,18.23,0.5984,0.337,27.6,21.87,3,4.21,0,0
STR-000866,Control,B03,113.16,2.68,0.2593,210,19.06,0.6003,0.2245,54.08,22.99,4,7.64,0,1
STR-000867,TreatmentA,B02,89.54,1.63,0.3318,856,21.46,0.6444,0.2898,23.02,26.6,4,5.92,0,1
STR-000868,TreatmentB,B01,77.92,0.96,0.2392,89,29.02,0.5236,0.3115,5.51,27.5,3,6.02,1,1
STR-000869,Control,B01,105.83,4.11,0.2586,198,47.23,0.6822,0.413,65.79,31.66,2,6.29,0,1
STR-000870,TreatmentB,B01,148.87,2.33,0.2413,347,103.76,0.4166,0.2519,31.31,33.8,1,7.53,1,1
STR-000871,TreatmentA,B02,103.31,1.97,0.3151,188,14.37,0.5892,0.2527,81.07,23.28,5,7.14,0,1
STR-000872,Control,B03,109.68,2.53,0.1599,964,16.28,0.2432,0.3817,20.26,23.1,4,7.09,0,0
STR-000873,TreatmentB,B03,118.35,1.64,0.2343,102,36.01,0.3206,0.2189,62.2,31.81,2,4.78,0,0
STR-000874,TreatmentA,B02,106.71,2.55,0.2934,404,49.49,0.525,0.2139,32.31,26.45,4,7.55,1,1
STR-000875,Control,B02,84.57,1.8,0.1992,206,21.44,0.4465,0.5825,49.35,27.56,3,7.88,1,1
STR-000876,TreatmentB,B02,94.72,1.86,0.2329,122,26.55,0.4816,0.1424,32.2,20.29,4,6.57,1,0
STR-000877,TreatmentA,B02,102.04,1.67,0.2569,225,28.87,0.36,0.3507,16.54,26.02,3,6.65,1,1
STR-000878,TreatmentA,B01,90.56,2.06,0.2834,195,49.27,0.7495,0.073,43.81,18.05,3,7.1,0,0
STR-000879,Control,B01,105.85,1.96,0.1932,99,17.22,0.4103,0.3493,91.49,35.34,2,5.37,0,1
STR-000880,TreatmentA,B01,119.08,1.24,0.255,296,45.3,0.4125,0.3956,40.78,21.16,2,7.95,0,0
STR-000881,TreatmentB,B01,70.9,2.53,0.2032,197,48.79,0.2694,0.2784,9.03,26.7,6,6.87,1,1
STR-000882,Control,B02,96.36,2.41,0.2177,174,42.02,0.3061,0.4083,28.96,28.61,1,7.17,1,1
STR-000883,TreatmentB,B03,90.05,1.57,0.2817,566,22.44,0.2799,0.274,11.35,35.87,3,10.41,0,0
STR-000884,TreatmentA,B03,104.6,0.9,0.2388,137,20.76,0.7,0.2848,46.07,25.39,0,7.84,1,0
STR-000885,Control,B02,105.07,1.85,0.2433,81,39.95,0.4072,0.2669,81.38,31.66,3,4.41,0,0
STR-000886,Control,B03,102.44,2.46,0.2013,418,38.87,0.3602,0.1064,52.71,19.87,1,7.54,0,1
STR-000887,TreatmentB,B03,120.11,1.12,0.1597,896,31.1,0.3612,0.1617,29.6,24.39,0,5.48,1,0
STR-000888,TreatmentB,B03,96.96,0.95,0.2587,115,32.7,0.363,0.5665,8.81,8.83,3,6.4,1,1
STR-000889,Control,B03,90.4,1.9,0.2217,1050,48.9,0.2866,0.2075,28.28,16.87,2,6.75,0,1
STR-000890,TreatmentA,B02,89.7,1.92,0.2369,501,44.07,0.1941,0.3266,38.24,15.68,1,7.96,1,0
STR-000891,Control,B03,107.27,2.59,0.2197,150,65.94,0.5836,0.2051,46.19,27.99,4,7.56,0,0
STR-000892,TreatmentB,B03,114.01,1.18,0.2091,282,32.81,0.3774,0.2687,35.15,41.2,4,8.08,0,1
STR-000893,Control,B02,119.01,5.44,0.2146,352,16.82,0.155,0.3762,46.85,16.08,1,5.65,0,0
STR-000894,TreatmentB,B03,99.2,1.94,0.2163,529,16.12,0.6395,0.4744,23.11,32.21,0,4.77,1,1
STR-000895,TreatmentA,B03,81.77,2.07,0.2093,229,37.99,0.5695,0.3323,28.93,35.82,3,4.52,1,0
STR-000896,TreatmentB,B01,95.44,0.88,0.2542,825,64.53,0.5481,0.1257,45.45,26.53,3,7.39,1,0
STR-000897,TreatmentB,B03,104.91,1.57,0.3045,247,37.21,0.3745,0.2537,31.77,20.49,1,5.65,0,1
STR-000898,TreatmentB,B03,123.02,2.27,0.2492,129,27.17,0.285,0.1738,23.33,25.75,3,7.37,0,1
STR-000899,TreatmentA,B01,77.7,2.05,0.1994,117,12.6,0.2727,0.2612,54.45,17.86,2,8.01,0,1
STR-000900,Control,B03,99.78,2.18,0.2219,134,40.7,0.574,0.4179,65.35,24.43,2,6.54,0,1
STR-000901,Control,B02,78.67,2.33,0.1861,331,55.72,0.4468,0.221,35.38,29.28,3,6.14,1,0
STR-000902,TreatmentB,B02,99.28,1.59,0.2196,252,19.67,0.4701,0.5314,28.69,27.24,1,5.05,1,0
STR-000903,TreatmentA,B03,113.32,2.21,0.2223,415,61.07,0.3527,0.272,61.3,24.25,2,7.03,0,1
STR-000904,Control,B01,111.95,2.14,0.2949,698,39.57,0.3727,0.4439,40.14,29.36,4,8.04,1,0
