sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-500147,Breeder,Colony-E,39.1,40,0.404,31.9,24.6,7.65,16.43,0.271,21,10,20.05,0,1
NMR-500860,Queen,Colony-E,49.7,44,0.241,31.4,12.5,6.57,0.85,0.205,18,7,17.9,0,1
NMR-500792,Breeder,Colony-D,37.1,81,0.163,30.9,9.1,7.65,9.96,0.324,23,11,20.95,1,1
NMR-500097,Breeder,Colony-D,44.8,33,0.273,32.7,20.3,5.98,5.84,0.303,23,9,24.56,1,1
NMR-500661,Worker,Colony-B,30.4,66,0.158,31.8,20.3,8.29,12.95,0.416,30,15,26.29,1,1
NMR-500680,Worker,Colony-A,20.8,28,0.266,33.1,25.6,5.06,10.16,0.255,29,16,23.15,1,1
NMR-500381,Worker,Colony-B,44.5,63,0.281,30.5,15.0,7.37,23.17,0.193,30,13,24.07,0,0
NMR-500313,Worker,Colony-E,23.2,60,0.293,31.2,29.3,7.85,7.7,0.084,35,15,16.52,1,0
NMR-500560,Soldier,Colony-B,40.5,74,0.276,32.4,39.3,6.73,9.55,0.135,24,7,22.67,1,1
NMR-500191,Worker,Colony-A,33.0,20,0.285,32.0,21.8,8.42,8.94,0.289,28,8,19.94,0,0
NMR-500370,Breeder,Colony-B,36.4,64,0.238,32.3,20.5,7.34,3.38,0.477,21,16,18.48,0,1
NMR-500934,Queen,Colony-E,45.7,39,0.207,32.3,14.2,6.71,4.51,0.387,33,9,20.7,1,1
NMR-500809,Worker,Colony-C,30.2,47,0.191,31.7,16.6,6.98,6.93,0.082,19,12,25.6,1,1
NMR-500394,Worker,Colony-D,32.9,50,0.168,32.5,23.1,6.21,16.55,0.387,22,7,17.88,1,1
NMR-500212,Worker,Colony-A,41.4,52,0.126,31.2,14.8,6.77,10.63,0.138,23,11,20.98,1,0
NMR-500010,Worker,Colony-A,31.3,69,0.268,30.9,16.2,6.03,12.26,0.577,21,10,20.26,1,0
NMR-500343,Worker,Colony-D,20.6,103,0.293,31.1,13.1,5.4,11.45,0.443,30,10,20.09,0,0
NMR-500036,Worker,Colony-B,20.7,60,0.31,31.0,23.4,8.66,7.94,0.473,30,6,17.77,1,1
NMR-500225,Soldier,Colony-D,26.7,24,0.235,32.6,10.8,6.61,4.68,0.136,27,11,16.94,0,1
NMR-500528,Worker,Colony-E,24.3,47,0.253,32.2,9.8,7.92,13.05,0.334,15,9,17.5,0,1
NMR-500108,Worker,Colony-C,29.4,45,0.248,33.9,22.0,7.06,12.0,0.369,26,8,16.51,0,0
NMR-500917,Breeder,Colony-B,38.1,21,0.221,31.3,23.0,5.64,10.0,0.405,21,16,21.95,0,1
NMR-500679,Breeder,Colony-B,43.2,141,0.216,31.6,14.2,5.65,15.07,0.187,28,9,17.82,0,0
NMR-500516,Worker,Colony-E,29.8,38,0.205,32.8,12.4,8.72,5.09,0.57,24,10,19.31,1,0
NMR-500514,Worker,Colony-B,22.8,137,0.222,31.7,20.3,6.72,12.02,0.398,21,16,12.51,0,1
NMR-500151,Breeder,Colony-B,29.0,66,0.157,29.8,37.9,7.87,3.39,0.641,32,10,21.09,1,0
NMR-500132,Worker,Colony-B,25.3,81,0.452,33.1,31.6,5.83,7.46,0.38,24,12,23.18,1,0
NMR-500612,Soldier,Colony-B,22.0,93,0.243,32.1,18.7,8.16,19.67,0.157,18,6,18.55,0,1
NMR-500260,Worker,Colony-D,36.2,24,0.164,32.3,14.2,7.67,6.25,0.456,25,12,24.2,1,0
NMR-500303,Soldier,Colony-A,38.2,66,0.201,32.1,10.9,8.07,12.09,0.114,34,9,20.56,1,1
NMR-500178,Worker,Colony-C,32.0,104,0.25,35.7,15.2,8.31,8.35,0.17,24,16,24.98,1,0
NMR-500571,Worker,Colony-D,25.8,47,0.208,32.9,11.5,5.95,13.12,0.103,28,5,31.73,0,1
NMR-500016,Breeder,Colony-C,32.9,54,0.297,31.9,15.2,5.77,0.82,0.362,18,9,22.97,0,1
NMR-500216,Worker,Colony-C,33.0,50,0.336,32.3,13.6,8.36,13.11,0.366,20,12,23.67,0,1
NMR-500806,Worker,Colony-E,24.1,23,0.159,32.0,15.7,7.28,11.63,0.336,26,6,19.09,1,0
NMR-500873,Queen,Colony-D,48.6,30,0.21,32.6,22.1,6.53,3.57,0.416,24,6,22.14,1,1
NMR-500500,Queen,Colony-D,33.6,74,0.141,31.8,18.7,8.09,1.6,0.261,26,8,19.22,1,1
NMR-500306,Soldier,Colony-D,49.0,93,0.201,32.4,5.9,6.88,9.67,0.41,25,11,19.32,1,1
NMR-500311,Soldier,Colony-D,34.4,74,0.252,30.6,13.6,5.88,7.97,0.126,17,13,20.98,1,0
NMR-500473,Worker,Colony-C,30.1,40,0.415,30.7,58.4,6.55,12.85,0.406,32,13,17.84,0,0
NMR-500615,Worker,Colony-D,30.7,83,0.264,31.9,16.4,7.18,6.99,0.218,24,13,20.72,0,1
NMR-500840,Worker,Colony-C,32.9,51,0.232,32.2,19.7,5.71,10.79,0.255,29,12,23.63,1,0
NMR-500614,Worker,Colony-C,30.7,33,0.381,32.3,16.7,4.99,18.95,0.437,29,10,17.74,0,1
NMR-500965,Worker,Colony-C,32.5,50,0.227,34.6,42.5,4.83,13.65,0.311,13,11,12.15,1,0
NMR-500008,Worker,Colony-D,32.3,67,0.216,31.9,18.7,5.85,18.56,0.394,19,10,14.62,0,0
NMR-500051,Soldier,Colony-A,28.2,38,0.359,31.7,11.5,7.61,15.14,0.076,25,15,20.1,0,0
NMR-500080,Soldier,Colony-D,24.4,101,0.37,32.1,30.5,7.34,7.49,0.108,22,8,14.74,0,1
NMR-500190,Soldier,Colony-C,33.9,37,0.251,30.8,34.1,5.81,10.67,0.107,24,10,18.4,1,1
NMR-500356,Soldier,Colony-C,33.6,61,0.344,32.2,10.6,4.6,9.87,0.05,22,17,20.66,0,1
NMR-500780,Soldier,Colony-D,21.6,58,0.389,32.1,44.5,4.89,5.46,0.418,34,12,19.99,0,1
NMR-500290,Worker,Colony-C,33.1,88,0.246,32.5,13.5,4.6,11.7,0.291,33,11,22.1,0,0
NMR-500385,Breeder,Colony-E,36.1,56,0.298,32.5,23.7,4.43,6.76,0.194,31,8,18.07,0,0
NMR-500548,Breeder,Colony-A,41.2,45,0.291,32.4,31.8,6.3,2.22,0.189,27,11,21.75,1,1
NMR-500655,Worker,Colony-B,38.4,31,0.355,31.8,30.2,8.01,15.38,0.394,21,8,22.88,1,0
NMR-500511,Soldier,Colony-A,30.6,77,0.242,33.6,20.6,5.99,12.9,0.38,25,23,18.86,1,0
NMR-500909,Soldier,Colony-E,44.3,18,0.284,32.1,15.9,6.47,16.82,0.177,28,9,25.31,0,1
NMR-500066,Soldier,Colony-B,30.6,31,0.329,31.6,29.6,7.0,5.84,0.168,24,10,19.82,1,0
NMR-500392,Worker,Colony-D,24.8,83,0.252,32.7,54.3,7.09,21.66,0.282,22,11,20.84,1,0
NMR-500481,Worker,Colony-C,38.1,49,0.202,31.9,40.2,7.44,7.62,0.487,26,17,25.14,1,1
NMR-500783,Worker,Colony-E,33.8,144,0.119,32.8,27.3,7.52,8.45,0.175,26,11,17.54,1,1
NMR-500584,Worker,Colony-C,29.8,43,0.338,34.7,43.1,7.36,8.11,0.205,15,7,18.74,0,0
NMR-500706,Worker,Colony-E,24.7,58,0.377,31.1,23.1,5.38,16.04,0.337,24,10,17.47,1,0
NMR-500015,Worker,Colony-B,36.6,76,0.299,30.6,15.2,6.49,15.74,0.07,23,10,14.48,0,0
NMR-500652,Breeder,Colony-E,48.6,33,0.205,33.0,9.6,6.56,6.47,0.335,22,15,21.84,0,0
NMR-500747,Soldier,Colony-C,34.3,51,0.267,33.7,20.7,6.35,16.66,0.336,26,13,20.23,1,0
NMR-500435,Soldier,Colony-E,32.1,88,0.154,32.6,21.3,7.2,9.66,0.322,19,10,22.93,1,1
NMR-500785,Worker,Colony-C,31.7,40,0.181,32.2,12.6,8.13,17.2,0.112,20,12,21.51,1,0
NMR-500476,Breeder,Colony-C,40.7,43,0.295,34.0,7.4,4.8,5.17,0.289,15,11,20.52,1,0
NMR-500152,Soldier,Colony-D,42.1,157,0.326,32.2,34.6,7.14,8.51,0.272,26,12,18.02,1,0
NMR-500598,Worker,Colony-B,36.9,27,0.212,29.9,27.8,8.1,15.12,0.451,20,12,12.01,1,0
NMR-500250,Worker,Colony-D,34.4,39,0.203,31.8,9.1,5.43,19.06,0.406,26,11,16.53,0,1
NMR-500169,Worker,Colony-E,19.5,90,0.196,31.8,15.0,8.36,11.5,0.221,23,10,20.84,0,1
NMR-500631,Worker,Colony-B,31.3,98,0.272,33.1,24.3,3.7,8.35,0.211,27,6,19.39,0,0
NMR-500202,Breeder,Colony-A,39.0,62,0.316,32.4,21.5,5.48,4.63,0.461,20,12,16.09,0,1
NMR-500534,Breeder,Colony-B,43.0,80,0.176,32.6,15.4,7.87,2.27,0.363,23,11,14.96,1,1
NMR-500627,Breeder,Colony-B,42.3,41,0.249,33.4,20.3,8.23,1.22,0.287,27,6,23.3,1,0
NMR-500664,Worker,Colony-C,30.3,48,0.14,32.7,23.4,6.03,15.56,0.224,22,12,17.37,1,0
NMR-500050,Soldier,Colony-E,39.1,38,0.289,33.4,27.7,8.58,16.52,0.207,22,9,17.9,1,0
NMR-500188,Worker,Colony-A,37.4,59,0.214,32.3,7.4,7.88,11.97,0.125,16,10,15.23,0,1
NMR-500634,Soldier,Colony-B,27.7,79,0.189,32.5,24.2,9.15,7.71,0.105,28,8,17.22,1,1
NMR-500295,Queen,Colony-B,44.2,38,0.255,32.0,26.7,8.1,-2.47,0.232,16,10,21.91,0,0
NMR-500875,Worker,Colony-D,23.0,76,0.403,32.0,14.4,7.17,9.73,0.494,28,8,24.39,0,1
NMR-500316,Worker,Colony-A,30.1,63,0.169,33.1,59.0,6.04,6.82,0.346,27,10,18.96,1,0
NMR-500308,Soldier,Colony-B,33.4,38,0.446,32.7,10.7,6.01,10.03,0.175,30,7,20.66,1,1
NMR-500005,Worker,Colony-E,31.6,31,0.328,31.9,27.6,7.49,10.59,0.4,18,5,22.38,1,0
NMR-500106,Breeder,Colony-E,40.0,47,0.192,33.3,25.4,6.42,4.4,0.118,28,11,10.31,0,1
NMR-500952,Queen,Colony-A,52.9,61,0.202,34.1,15.6,5.6,20.82,0.223,18,9,20.37,1,0
NMR-500587,Breeder,Colony-A,40.1,90,0.187,33.7,31.8,6.15,7.43,0.385,25,14,21.19,1,0
NMR-500844,Worker,Colony-A,25.6,34,0.187,33.6,33.8,7.62,10.91,0.214,27,6,18.46,1,0
NMR-500813,Soldier,Colony-B,32.9,44,0.184,33.6,12.6,8.07,5.1,0.291,20,4,16.98,1,0
NMR-500362,Worker,Colony-C,24.9,122,0.236,32.2,19.6,8.41,16.65,0.197,23,9,16.26,1,1
NMR-500750,Queen,Colony-E,47.7,23,0.277,33.1,14.8,2.26,6.45,0.24,22,10,25.28,1,1
NMR-500469,Worker,Colony-A,28.2,69,0.236,32.0,12.2,8.0,22.14,0.247,26,12,16.6,0,1
NMR-500545,Worker,Colony-B,33.9,35,0.186,32.3,27.7,6.91,8.67,0.118,28,8,20.22,1,1
NMR-500219,Soldier,Colony-B,47.7,80,0.307,31.8,10.9,5.39,9.53,0.278,28,15,16.58,0,0
NMR-500972,Worker,Colony-B,39.5,34,0.157,34.0,31.1,7.97,13.02,0.252,32,11,17.44,0,0
NMR-500606,Worker,Colony-A,23.3,36,0.213,31.7,40.9,8.05,12.61,0.489,23,13,18.31,1,0
NMR-500640,Worker,Colony-A,27.2,50,0.299,33.2,19.6,6.91,9.55,0.528,27,11,16.67,0,0
NMR-500242,Worker,Colony-E,40.1,23,0.415,31.4,22.5,7.98,18.35,0.159,24,13,21.84,0,0
NMR-500605,Breeder,Colony-E,44.6,59,0.319,32.3,22.8,7.5,5.03,0.469,25,9,20.43,1,1
NMR-500135,Worker,Colony-C,27.3,35,0.233,32.9,30.5,7.62,8.95,0.271,24,10,23.39,1,0
NMR-500007,Worker,Colony-B,29.2,88,0.259,30.8,9.8,5.91,33.62,0.635,29,11,20.17,0,0
NMR-500354,Soldier,Colony-A,41.8,47,0.196,30.8,31.8,5.39,16.95,0.555,22,13,16.45,1,0
NMR-500788,Soldier,Colony-B,38.6,73,0.294,32.1,13.0,6.72,6.4,0.396,29,16,21.45,0,1
NMR-500601,Soldier,Colony-C,39.0,40,0.215,31.5,12.1,7.4,7.48,0.4,29,16,18.19,0,0
NMR-500537,Worker,Colony-C,26.6,59,0.253,31.0,16.6,5.13,11.0,0.457,19,6,22.93,0,0
NMR-500420,Worker,Colony-D,22.8,38,0.157,31.1,23.4,7.36,22.78,0.494,15,9,15.49,1,0
NMR-500406,Worker,Colony-E,36.3,48,0.17,31.8,39.2,5.77,19.46,0.308,17,12,12.58,0,1
NMR-500448,Soldier,Colony-B,46.7,76,0.301,32.0,19.7,6.0,5.1,0.418,19,10,21.29,1,1
NMR-500493,Breeder,Colony-A,48.5,20,0.188,33.2,53.8,7.49,11.63,0.369,15,9,21.42,1,0
NMR-500238,Soldier,Colony-C,38.5,30,0.49,32.7,18.7,4.72,4.89,0.121,31,13,17.59,0,1
NMR-500819,Worker,Colony-D,30.5,67,0.218,31.6,11.5,7.32,9.91,0.265,23,9,21.62,0,1
NMR-500586,Soldier,Colony-E,36.6,30,0.247,32.5,18.6,5.22,3.12,0.079,24,10,16.33,0,1
NMR-500312,Worker,Colony-D,26.4,152,0.221,31.9,13.9,8.14,10.2,0.347,18,7,20.89,0,1
NMR-500794,Worker,Colony-C,30.5,78,0.147,31.9,16.6,7.21,10.05,0.525,16,12,14.12,1,1
NMR-500386,Worker,Colony-C,31.2,34,0.434,32.7,7.4,6.34,18.53,0.386,27,9,23.61,0,1
NMR-500778,Worker,Colony-B,35.1,55,0.352,32.0,37.6,6.45,6.11,0.33,18,9,16.23,1,1
NMR-500228,Soldier,Colony-C,30.4,77,0.312,30.1,31.9,6.14,6.54,0.472,30,12,16.0,1,0
NMR-500892,Worker,Colony-C,33.0,75,0.295,31.0,21.0,6.29,14.57,0.397,21,8,15.71,1,0
NMR-500931,Breeder,Colony-C,47.6,31,0.223,32.2,7.0,9.79,12.8,0.381,22,12,19.3,1,0
NMR-500138,Worker,Colony-B,40.9,78,0.119,30.2,13.8,4.44,10.48,0.565,18,12,17.18,0,0
NMR-500485,Breeder,Colony-C,35.6,117,0.123,31.4,12.0,9.68,9.54,0.174,21,8,22.65,0,1
NMR-500101,Worker,Colony-E,22.0,42,0.175,33.0,26.8,7.4,9.05,0.139,19,7,19.53,1,0
NMR-500208,Worker,Colony-C,33.2,59,0.228,30.7,8.5,8.58,9.7,0.299,22,10,20.65,1,0
NMR-500417,Worker,Colony-D,31.0,44,0.242,31.6,20.6,7.44,5.99,0.548,14,13,20.41,1,1
NMR-500456,Soldier,Colony-C,42.5,51,0.215,32.9,39.1,5.73,11.4,0.29,29,10,17.31,1,1
NMR-500739,Soldier,Colony-C,46.2,68,0.289,31.9,33.7,5.68,13.47,0.124,25,11,20.74,0,1
NMR-500497,Worker,Colony-B,33.6,42,0.4,32.5,7.4,8.16,14.59,0.113,21,12,21.3,0,0
NMR-500589,Worker,Colony-A,35.5,54,0.179,32.9,27.3,6.93,18.49,0.532,32,14,19.96,1,1
NMR-500766,Worker,Colony-B,25.6,44,0.276,32.4,18.3,6.67,7.23,0.215,26,10,22.54,1,1
NMR-500663,Queen,Colony-C,36.4,26,0.245,31.9,18.8,8.0,5.05,0.214,33,9,20.21,0,0
NMR-500261,Breeder,Colony-D,29.4,29,0.195,31.5,25.2,7.18,3.17,0.069,17,11,13.37,0,0
NMR-500120,Worker,Colony-A,19.1,39,0.26,32.7,24.0,8.52,8.58,0.108,19,12,24.35,1,0
NMR-500832,Soldier,Colony-D,18.8,46,0.151,32.6,19.7,8.62,12.21,0.212,28,6,20.12,1,0
NMR-500053,Worker,Colony-C,24.9,124,0.22,32.0,21.2,7.97,8.67,0.291,25,8,25.54,1,1
NMR-500351,Worker,Colony-D,27.6,32,0.294,33.6,16.6,7.82,11.27,0.188,27,8,19.92,1,0
NMR-500533,Worker,Colony-B,37.1,38,0.23,32.4,18.6,7.26,15.07,0.342,32,10,21.96,1,1
NMR-500862,Worker,Colony-C,28.4,44,0.259,32.3,20.0,4.78,12.3,0.128,25,16,16.83,1,1
NMR-500491,Worker,Colony-B,30.8,46,0.196,33.8,26.2,7.43,17.96,0.428,22,14,17.47,1,0
NMR-500384,Worker,Colony-A,29.0,56,0.409,31.3,7.1,6.96,19.35,0.28,30,11,14.63,0,0
NMR-500139,Worker,Colony-A,22.7,123,0.22,32.3,22.2,5.62,19.6,0.029,34,14,17.5,1,0
NMR-500756,Soldier,Colony-C,34.6,59,0.425,33.1,19.4,8.17,8.51,0.388,27,10,20.92,0,0
NMR-500764,Soldier,Colony-B,33.9,37,0.298,32.2,25.2,6.3,11.78,0.276,22,10,20.25,1,1
NMR-500271,Worker,Colony-A,37.8,58,0.234,32.0,46.5,6.31,27.92,0.451,18,9,21.58,1,1
NMR-500990,Soldier,Colony-A,33.9,65,0.439,33.6,19.7,8.05,12.32,0.174,26,10,16.46,0,0
NMR-500920,Worker,Colony-A,17.2,57,0.279,33.5,13.8,6.51,7.99,0.225,21,10,21.15,1,0
NMR-500478,Soldier,Colony-D,35.2,26,0.239,33.8,19.6,6.62,6.04,0.32,21,12,20.75,1,0
NMR-500992,Breeder,Colony-C,35.2,49,0.304,30.7,21.3,8.03,3.86,0.11,22,6,17.96,0,0
NMR-500119,Worker,Colony-A,22.5,128,0.325,33.3,17.0,7.41,9.81,0.128,25,12,20.52,0,1
NMR-500684,Soldier,Colony-A,33.0,28,0.193,32.4,32.8,8.52,17.48,0.307,25,18,16.93,0,1
NMR-500001,Worker,Colony-C,28.4,67,0.252,33.6,12.8,6.77,8.36,0.351,22,7,21.31,0,0
NMR-500399,Soldier,Colony-A,35.5,96,0.331,32.7,17.1,8.57,6.74,0.603,31,10,15.0,0,1
NMR-500360,Worker,Colony-C,25.1,78,0.211,31.7,15.4,5.72,10.3,0.198,26,15,26.24,1,1
NMR-500901,Worker,Colony-D,26.5,35,0.228,32.2,7.7,8.16,20.52,0.192,23,12,23.51,0,0
NMR-500708,Worker,Colony-D,28.4,38,0.17,33.1,23.6,6.08,10.11,0.325,29,7,24.02,0,0
NMR-500364,Soldier,Colony-E,39.3,75,0.202,32.9,17.5,5.62,11.31,0.376,23,18,21.38,1,0
NMR-500096,Soldier,Colony-D,40.1,51,0.255,33.3,11.2,5.73,22.14,0.152,25,6,18.87,0,0
NMR-500501,Queen,Colony-E,42.9,29,0.259,32.0,22.9,6.61,1.89,0.345,19,9,10.11,0,1
NMR-500530,Worker,Colony-B,38.1,118,0.282,32.5,15.0,7.43,9.5,0.48,24,13,16.05,0,1
NMR-500954,Worker,Colony-B,35.2,119,0.248,32.2,23.2,6.19,8.7,0.058,33,10,17.52,1,0
NMR-500055,Worker,Colony-E,28.6,26,0.183,31.3,14.3,7.46,8.16,0.23,24,11,20.52,1,0
NMR-500700,Soldier,Colony-E,39.6,49,0.181,32.4,14.8,5.71,17.07,0.488,16,17,21.7,1,1
NMR-500960,Soldier,Colony-A,35.9,61,0.259,32.7,43.3,7.09,9.62,0.514,24,10,15.0,1,1
NMR-500398,Soldier,Colony-A,33.4,23,0.222,33.0,15.1,9.7,10.13,0.411,18,7,20.9,0,0
NMR-500022,Breeder,Colony-C,44.3,56,0.244,33.4,16.3,8.34,11.33,0.345,24,6,14.6,0,0
NMR-500921,Breeder,Colony-B,36.4,55,0.242,32.1,13.3,6.14,4.63,0.305,22,11,18.96,0,1
NMR-500412,Breeder,Colony-B,32.7,27,0.32,32.8,13.6,5.64,10.22,0.269,26,10,19.26,0,1
NMR-500900,Breeder,Colony-A,50.7,38,0.23,32.9,11.2,7.62,0.16,0.159,29,13,15.8,1,0
NMR-500657,Soldier,Colony-B,37.9,100,0.195,33.0,19.9,6.27,17.85,0.351,17,13,21.03,1,0
NMR-500498,Soldier,Colony-B,37.7,57,0.184,32.3,14.2,4.33,10.73,0.116,17,18,21.15,1,0
NMR-500536,Worker,Colony-E,30.6,43,0.305,31.7,12.8,7.03,17.67,0.31,14,17,23.97,0,1
NMR-500955,Worker,Colony-D,30.6,47,0.264,31.1,7.6,6.99,9.3,0.18,23,10,19.43,1,0
NMR-500936,Breeder,Colony-B,36.7,81,0.264,31.4,26.4,6.98,8.06,0.161,23,13,18.01,0,0
NMR-500272,Soldier,Colony-D,31.7,43,0.255,32.6,21.8,6.11,8.68,0.122,28,14,18.38,1,1
NMR-500596,Soldier,Colony-B,28.7,123,0.114,31.9,26.0,7.49,30.15,0.418,29,12,17.42,0,1
NMR-500874,Soldier,Colony-A,33.2,31,0.282,32.6,13.9,5.27,6.8,0.204,22,11,19.06,0,1
NMR-500987,Worker,Colony-C,22.8,40,0.288,32.5,13.3,7.37,8.49,0.044,22,6,10.45,0,0
NMR-500300,Worker,Colony-A,22.3,46,0.225,30.9,10.8,7.89,7.52,0.285,22,8,14.22,0,0
NMR-500475,Worker,Colony-D,31.9,66,0.149,31.5,16.8,7.97,17.03,0.364,30,8,21.58,1,0
NMR-500895,Worker,Colony-A,24.7,83,0.219,32.7,31.4,8.05,12.71,0.21,17,9,23.55,1,1
NMR-500870,Worker,Colony-D,31.5,68,0.256,30.3,22.8,5.92,14.04,0.239,25,15,15.29,1,0
NMR-500024,Worker,Colony-D,22.2,129,0.255,33.4,14.9,6.1,18.22,0.31,27,7,18.85,0,0
NMR-500711,Soldier,Colony-E,36.8,114,0.388,32.2,29.7,6.41,4.83,0.508,18,12,20.55,1,1
NMR-500187,Worker,Colony-E,35.5,47,0.217,31.7,15.1,5.59,9.2,0.409,22,9,18.75,0,1
NMR-500321,Queen,Colony-D,43.1,51,0.41,31.1,19.2,6.43,-0.46,0.292,22,10,25.99,1,1
NMR-500396,Worker,Colony-D,27.5,37,0.22,34.6,37.0,6.18,22.68,0.205,19,9,22.77,1,0
NMR-500166,Soldier,Colony-C,31.9,73,0.342,33.7,19.1,5.77,5.43,0.423,15,10,16.52,1,0
NMR-500940,Breeder,Colony-C,28.4,55,0.195,32.0,9.5,6.26,3.8,0.387,27,11,20.06,1,0
NMR-500461,Worker,Colony-A,31.1,69,0.264,32.2,9.2,6.98,15.79,0.254,24,10,17.4,1,1
NMR-500716,Soldier,Colony-A,39.4,77,0.407,31.2,10.7,6.4,11.85,0.214,25,10,21.56,0,0
NMR-500824,Worker,Colony-C,19.0,57,0.27,32.5,43.7,5.58,10.37,0.19,31,10,22.36,1,1
NMR-500013,Worker,Colony-D,48.4,41,0.295,32.2,27.2,6.59,15.38,0.363,27,14,22.64,0,1
NMR-500227,Worker,Colony-C,28.2,42,0.201,31.7,28.3,6.14,10.33,0.208,26,7,19.02,1,1
NMR-500772,Worker,Colony-A,39.3,40,0.238,33.0,20.4,5.32,11.19,0.228,32,10,18.27,0,1
NMR-500603,Soldier,Colony-B,39.4,40,0.149,32.4,11.3,8.37,6.41,0.283,22,14,20.99,0,0
NMR-500043,Worker,Colony-A,38.5,30,0.269,32.4,13.5,6.41,26.61,0.332,23,19,21.65,1,1
NMR-500572,Soldier,Colony-B,29.6,49,0.208,31.8,10.3,6.87,7.79,0.142,18,10,17.2,1,1
NMR-500241,Worker,Colony-A,38.4,43,0.12,32.7,18.6,6.34,9.28,0.236,31,10,21.23,1,1
NMR-500176,Worker,Colony-A,20.5,99,0.142,32.7,16.1,6.24,8.07,0.134,24,12,18.59,0,0
NMR-500723,Queen,Colony-B,51.3,105,0.195,34.9,17.8,4.94,2.17,0.324,25,11,20.49,1,0
NMR-500220,Breeder,Colony-B,34.0,82,0.354,32.7,26.4,7.7,7.61,0.172,22,11,14.84,0,1
NMR-500130,Breeder,Colony-A,48.5,69,0.192,32.2,13.0,7.32,4.59,0.089,25,14,14.89,0,1
NMR-500248,Worker,Colony-E,25.4,73,0.272,31.8,13.6,7.08,13.0,0.11,22,10,24.63,1,1
NMR-500413,Worker,Colony-B,28.0,31,0.228,30.7,9.9,7.94,6.29,0.27,30,16,18.24,0,0
NMR-500070,Breeder,Colony-C,19.2,41,0.153,32.5,16.6,6.12,7.26,0.144,19,12,17.99,0,1
NMR-500153,Worker,Colony-B,29.1,78,0.277,33.4,22.1,6.54,9.03,0.112,29,5,16.23,0,0
NMR-500565,Soldier,Colony-C,39.7,25,0.4,33.5,28.2,7.05,6.22,0.169,27,9,28.79,1,0
NMR-500538,Worker,Colony-D,29.4,42,0.403,32.3,11.1,7.17,8.86,0.32,28,7,21.91,0,1
NMR-500902,Worker,Colony-C,31.8,43,0.283,32.1,8.7,8.08,9.62,0.282,21,16,16.49,0,1
NMR-500258,Worker,Colony-C,36.3,66,0.245,34.5,23.3,7.67,13.69,0.26,23,14,23.96,1,0
NMR-500922,Worker,Colony-D,31.5,39,0.206,30.8,21.9,6.61,19.7,0.358,27,15,26.04,1,1
NMR-500150,Soldier,Colony-A,40.4,28,0.258,33.9,20.8,6.62,15.73,0.376,20,9,20.96,0,0
NMR-500086,Worker,Colony-E,35.1,79,0.185,32.1,13.5,5.64,21.04,0.14,24,10,25.97,1,0
NMR-500995,Worker,Colony-A,34.9,47,0.322,32.3,9.4,4.96,9.0,0.574,18,10,15.71,0,1
NMR-500395,Worker,Colony-D,24.9,74,0.279,31.3,23.5,7.26,8.63,0.073,40,11,14.4,1,0
NMR-500196,Soldier,Colony-D,27.8,80,0.252,32.8,22.4,5.75,23.97,0.459,22,12,23.72,1,0
NMR-500209,Queen,Colony-B,32.7,43,0.276,33.8,17.6,8.15,7.55,0.283,20,18,21.86,1,0
NMR-500689,Breeder,Colony-E,38.9,31,0.229,32.5,10.3,8.04,2.44,0.219,22,13,26.57,1,1
NMR-500247,Worker,Colony-A,23.4,91,0.254,33.0,17.4,7.79,8.94,0.132,29,16,18.54,0,1
NMR-500215,Soldier,Colony-B,35.2,92,0.184,30.7,12.8,6.7,6.8,0.049,24,12,16.69,1,0
NMR-500799,Queen,Colony-C,46.0,82,0.294,32.1,12.7,6.78,5.9,0.083,22,16,15.77,0,1
NMR-500688,Soldier,Colony-A,43.4,39,0.248,31.3,11.2,8.38,8.36,0.309,29,6,16.82,0,0
NMR-500033,Worker,Colony-C,30.5,50,0.372,32.8,21.4,6.81,6.77,0.457,26,16,21.3,0,1
NMR-500579,Worker,Colony-B,39.0,57,0.244,30.2,30.3,5.92,9.24,0.231,24,11,17.37,1,0
NMR-500863,Worker,Colony-E,41.8,83,0.191,30.9,33.6,5.6,6.58,0.224,26,9,20.79,1,0
NMR-500871,Soldier,Colony-D,38.1,120,0.184,31.0,17.0,4.76,5.09,0.185,30,8,20.33,1,0
NMR-500006,Soldier,Colony-E,44.2,64,0.242,33.4,15.7,9.11,11.54,0.257,22,13,22.87,0,1
NMR-500214,Breeder,Colony-B,43.6,39,0.36,32.7,43.2,7.07,5.51,0.435,29,14,16.24,0,0
NMR-500426,Soldier,Colony-A,35.0,77,0.417,32.2,7.6,8.06,13.64,0.446,23,13,18.06,0,1
NMR-500002,Breeder,Colony-D,35.2,68,0.214,33.1,13.2,4.68,6.25,0.362,30,11,17.72,0,0
NMR-500741,Worker,Colony-E,24.0,31,0.329,31.2,12.9,7.56,17.51,0.433,23,7,23.46,0,0
NMR-500915,Worker,Colony-A,32.3,68,0.173,30.6,36.7,5.88,15.41,0.251,21,6,11.45,1,0
NMR-500221,Breeder,Colony-E,47.9,76,0.307,32.0,16.0,6.89,5.42,0.166,19,7,19.73,1,1
